35	0.3
864	0.3
866	0.3
338	0.3
1490	0.3
627	0.3
957	0.3
448	0.3
132	0.3
641	0.3
287	0.3
930	0.3
777	0.3
105	0.3
752	0.3
84	0.3
91	0.3
103	0.3
439	0.3
595	0.3
731	0.3
1145	0.3
618	0.3
292	0.3
591	0.3
573	0.3
932	0.3
768	0.3
112	0.3
1084	0.3
745	0.3
911	0.3
271	0.3
87	0.3
192	0.3
1330	0.3
141	0.3
676	0.3
721	0.3
559	0.3
557	0.3
381	0.3
1454	0.3
631	0.3
1205	0.3
548	0.3
869	0.3
14	0.3
1229	0.3
1338	0.3
186	0.3
581	0.3
712	0.3
643	0.3
39	0.3
844	0.3
868	0.3
767	0.3
44	0.3
1376	0.3
575	0.3
226	0.3
288	0.3
929	0.3
1178	0.3
1251	0.3
430	0.3
1253	0.3
442	0.3
1449	0.3
426	0.3
1249	0.3
1392	0.3
751	0.3
760	0.3
259	0.3
1491	0.3
7	0.3
1488	0.3
94	0.3
1248	0.3
425	0.3
1244	0.3
15	0.3
85	0.3
13	0.3
1240	0.3
936	0.3
1318	0.3
919	0.3
1177	0.3
778	0.3
918	0.3
586	0.3
661	0.3
1484	0.3
447	0.3
648	0.3
485	0.3
1308	0.3
972	0.3
459	0.3
658	0.3
1305	0.3
1453	0.3
630	0.3
1106	0.3
1300	0.3
1157	0.3
748	0.3
971	0.3
148	0.3
1375	0.3
1097	0.3
1296	0.3
146	0.3
550	0.3
888	0.3
1297	0.3
689	0.3
188	0.3
1011	0.3
682	0.3
480	0.3
1298	0.3
889	0.3
32	0.3
299	0.3
697	0.3
454	0.3
519	0.3
320	0.3
852	0.3
29	0.3
794	0.3
1069	0.3
455	0.3
605	0.3
191	0.3
1014	0.3
16	0.3
1130	0.3
1340	0.3
1172	0.3
687	0.3
1101	0.3
1112	0.3
404	0.3
268	0.3
297	0.3
501	0.3
1325	0.3
418	0.3
168	0.3
991	0.3
996	0.3
1362	0.3
1393	0.3
823	0.3
818	0.3
409	0.3
1261	0.3
158	0.3
357	0.3
137	0.3
960	0.3
1334	0.3
350	0.3
358	0.3
694	0.3
285	0.3
675	0.3
1333	0.3
1437	0.3
840	0.3
1254	0.3
308	0.3
1131	0.3
298	0.3
83	0.3
317	0.3
1184	0.3
189	0.3
184	0.3
180	0.3
588	0.3
190	0.3
787	0.3
11	0.3
420	0.3
6	0.3
1114	0.3
139	0.3
1260	0.3
646	0.3
1469	0.3
659	0.3
1482	0.3
368	0.3
1191	0.3
916	0.3
637	0.3
1456	0.3
122	0.3
828	0.3
833	0.3
10	0.3
602	0.3
1425	0.3
1081	0.3
86	0.3
490	0.3
1439	0.3
19	0.3
842	0.3
1346	0.3
402	0.3
177	0.3
1434	0.3
513	0.3
54	0.3
432	0.3
286	0.3
850	0.3
536	0.3
302	0.3
1475	0.3
164	0.3
169	0.3
156	0.3
565	0.3
157	0.3
58	0.3
1391	0.3
453	0.3
1486	0.3
1212	0.3
1076	0.3
894	0.3
1403	0.3
120	0.3
365	0.3
1314	0.3
853	0.3
25	0.3
873	0.3
562	0.3
561	0.3
224	0.3
939	0.3
1207	0.3
1402	0.3
60	0.3
1273	0.3
629	0.3
812	0.3
1451	0.3
1446	0.3
1156	0.3
1155	0.3
666	0.3
445	0.3
927	0.3
1143	0.3
1161	0.3
529	0.3
856	0.3
1020	0.3
621	0.3
1021	0.3
481	0.3
978	0.3
162	0.3
1006	0.3
1319	0.3
1008	0.3
523	0.3
1351	0.3
1353	0.3
478	0.3
1363	0.3
502	0.3
12	0.3
1361	0.3
1317	0.3
204	0.3
220	0.3
205	0.3
1026	0.3
532	0.3
1024	0.3
325	0.3
1360	0.3
334	0.3
333	0.3
802	0.3
236	0.3
1087	0.3
311	0.3
107	0.3
315	0.3
965	0.3
1144	0.3
1477	0.3
799	0.3
1211	0.3
655	0.3
196	0.3
212	0.3
1295	0.3
484	0.3
486	0.3
487	0.3
488	0.3
530	0.3
489	0.3
496	0.3
539	0.3
77	0.3
542	0.3
543	0.3
545	0.3
403	0.3
622	0.3
877	0.3
42	0.3
1219	0.3
968	0.3
824	0.3
1095	0.3
1312	0.3
782	0.3
781	0.3
1464	0.3
1010	0.3
344	0.3
662	0.3
80	0.3
577	0.3
904	0.3
1407	0.3
1406	0.3
903	0.3
1091	0.3
414	0.3
78	0.3
249	0.3
76	0.3
71	0.3
405	0.3
590	0.3
1418	0.3
256	0.3
589	0.3
1394	0.3
75	0.3
576	0.3
741	0.3
739	0.3
1224	0.3
64	0.3
1227	0.3
393	0.3
1383	0.3
1400	0.3
1061	0.3
246	0.3
250	0.3
728	0.3
187	0.3
974	0.3
1073	0.3
1350	0.3
1013	0.3
466	0.3
1050	0.3
1378	0.3
202	0.3
167	0.3
527	0.3
1304	0.3
654	0.3
1368	0.3
857	0.3
1379	0.3
1204	0.3
343	0.3
138	0.3
1023	0.3
1357	0.3
1034	0.3
1035	0.3
635	0.3
706	0.3
544	0.3
1185	0.3
1195	0.3
1037	0.3
982	0.3
1436	0.3
734	0.3
379	0.3
822	0.3
872	0.3
1055	0.3
639	0.3
1487	0.3
223	0.3
874	0.3
640	0.3
1489	0.3
1485	0.3
1481	0.3
1479	1
1472	1
1471	1
1470	0.3
1467	0.3
1466	0.3
1461	0.3
1459	0.3
1448	0.3
1445	0.3
1443	0.3
1442	0.3
1441	0.3
1431	1
1429	0.3
1422	1.97993
1417	0.3
1416	1
1415	1
1413	0.3
1412	0.3
1411	0.3
1410	0.3
1409	0.3
1408	0.3
1405	0.3
1404	0.3
1401	0.3
1399	0.3
1398	0.3
1397	0.3
1396	0.3
1395	0.3
1388	0.3
1387	1
1386	0.3
1385	0.3
1382	1
1381	1
1380	1
1377	1
1373	0.3
1372	0.3
1371	0.3
1369	1
1367	1
1366	1
1365	0.3
1364	1
1359	0.3
